loss,status,sharpe,sortino,atr_period,min_signal_probability,price_state_threshold,sequence_length,sl_multiplier,tp_multiplier,trend_period_sma,volume_high_multiplier,volume_low_multiplier,profit_factor,total_profit,sharpe_ratio,win_rate,sortino_ratio
-3.4166011443002366,ok,3.4166011443002366,240.53045024655935,10,0.6007517206630772,1.0431913765919005,5,3.158368133272582,1.591049521795466,170,2.8978497322489103,0.6701692989645829,18.066747606259014,130157.95829771392,3.4166011443002366,0.6833237886144864,240.53045024655935
-3.244083101814485,ok,3.244083101814485,199.6409391614446,11,0.605177720893129,1.0780132356445449,5,3.0274566400052185,1.6579539677596706,190,2.923995628196651,0.6746424821411566,3.7169826297674273,174846.65039394598,3.244083101814485,0.6198893331930267,199.6409391614446
-3.19603151760028,ok,3.19603151760028,198.08955827015788,10,0.6073893095067535,1.0765801876015724,5,3.230972624414562,1.694191483580998,190,2.851203422720225,0.6010272556209182,1.425435705786462,81193.72252074178,3.19603151760028,0.6520212926608275,198.08955827015788
-3.139047938330073,ok,3.139047938330073,209.34921789674507,11,0.600361719641117,1.081619128188291,5,3.1129793839547677,1.5961260769774503,190,2.8693149453723255,0.6604245245891658,1.167717604395141,99460.4171451087,3.139047938330073,0.6363474942749908,209.34921789674507
-3.132071220818182,ok,3.132071220818182,188.33911794910318,10,0.6003218428465796,1.061834233009706,5,2.9720367028982273,1.553591678133893,190,2.848557556237361,0.6188136250716321,1.1351179787397168,44349.97006038818,3.132071220818182,0.6937379424041531,188.33911794910318
-2.9599598345922047,ok,2.9599598345922047,194.6038004757143,15,0.6570085024068149,1.0637603386680665,5,3.3631010659455964,1.7119790756011097,190,2.858394872417359,0.7514378576458696,12.028913660366062,171379.4813013745,2.9599598345922047,0.64406296178202,194.6038004757143
-2.941016938789339,ok,2.941016938789339,214.10425107801137,11,0.6150408114829277,1.0548003515581197,5,3.1008587138522374,1.5962724852101995,190,2.8742232343261818,0.6217928456353284,1.0619461217331114,73896.94439725616,2.941016938789339,0.6804934406678593,214.10425107801137
-2.8789360892941915,ok,2.8789360892941915,290.1336558411442,12,0.6139613658247062,1.0059387594813676,5,3.026696532446218,1.5497491200887057,200,2.92388721549879,0.6631845409558853,1.4287960623256986,132746.2038298672,2.8789360892941915,0.6739223954340233,290.1336558411442
-2.8212798121019107,ok,2.8212798121019107,238.41140356952081,10,0.6192954819032446,1.0307806622355662,5,3.069724984832727,1.5929549652444037,200,2.94757970719954,0.6016501389396645,1.1416775725285224,82983.88552646195,2.8212798121019107,0.6655351317629019,238.41140356952081
-2.807450657142236,ok,2.807450657142236,254.68751332757824,11,0.6069671773105126,1.060812299554369,5,3.1532292022543387,1.662447731161027,190,2.859156741080974,0.6489656248827026,16.32316648004504,108968.45024089764,2.807450657142236,0.6870958757005269,254.68751332757824
-2.801664838533095,ok,2.801664838533095,256.354621609943,11,0.6084516890454555,1.0604017634543441,5,3.090745184688747,1.6708040368268062,190,2.85824038549931,0.6477045016925825,16.241428212803182,112866.18009549812,2.801664838533095,0.6856662975267626,256.354621609943
-2.796385575460798,ok,2.796385575460798,223.53604449829598,10,0.6158885336033951,1.072389358990136,5,3.2550664519783012,1.837151783659199,190,2.86118214263271,0.65438395657694,20.117855012819803,106789.10596997602,2.796385575460798,0.5572690182817648,223.53604449829598
-2.75811926008937,ok,2.75811926008937,288.11992420349446,12,0.6239704967015791,1.0788898099360107,5,3.2727726406289963,1.9976498833407956,200,2.8556637818762054,0.6497315904075612,20.32639386732635,149030.09976118646,2.75811926008937,0.6426666662590775,288.11992420349446
-2.73439616682914,ok,2.73439616682914,182.31738465945563,14,0.7065528244602242,1.2491048724491265,5,3.3025688490063856,1.762856580595831,200,2.998285409080048,0.7587682951783675,1.2427851937215342,88099.60554646266,2.73439616682914,0.44777131782945734,182.31738465945563
-2.7316945736834573,ok,2.7316945736834573,160.4805234542453,15,0.6426423552030353,1.0818471872224067,5,3.289417816810372,1.7107116052720865,190,2.879329163670501,0.7191396582046398,1.4802287688274391,104564.52383880365,2.7316945736834573,0.6256136950904393,160.4805234542453
-2.7193355495579143,ok,2.7193355495579143,200.05339389475182,14,0.7225741921189741,1.2318154884345223,5,3.3007574653431435,1.7548177920237913,200,2.9778695116286653,0.7569916316335424,1.347505599505423,76149.04616461995,2.7193355495579143,0.4982558139534883,200.05339389475182
-2.7034333825348167,ok,2.7034333825348167,211.81136775396487,10,0.6000476785598704,1.0669893913470914,5,2.9472155591284763,1.8808729132778792,190,2.925128168230408,0.6619673335993319,1.7242667300436694,114321.41264282388,2.7034333825348167,0.5071362495233904,211.81136775396487
-2.7016815412291284,ok,2.7016815412291284,267.46503922068797,10,0.6003724700097548,1.0302563250930685,5,3.000426654821003,1.7795604512519074,160,2.7375390462127944,0.6004452489195538,1.5783007196503458,134076.2063865126,2.7016815412291284,0.7947812637279121,267.46503922068797
-2.6937204856942434,ok,2.6937204856942434,238.089588878498,10,0.6158807091734202,1.0096753590532295,5,3.13393315151189,1.677905405908163,170,2.895718027795991,0.6568291264853053,1.367019422551118,72130.2203926453,2.6937204856942434,0.6243911127632058,238.089588878498
-2.672715269451752,ok,2.672715269451752,203.9393357793137,11,0.6091843670962427,1.0688019840222642,5,2.9265117302320336,1.5528206053547096,180,2.868426189397633,0.6566619185541932,1.1601398903280349,60837.28884868712,2.672715269451752,0.5985225702609963,203.9393357793137
